
Games,-6483.81,02-15-2013
Insurance,2952.18,03-07-2011
Fuel,5329.32,04-22-2017
Automotive,-4478.31,03-10-2014
Automotive,6788.92,11-28-2013
Medical,-1128.03,10-16-2010
Games,-1294.0,10-16-2018
Office,3933.92,10-20-2010
Bill,-1651.66,02-22-2012
Fuel,-7579.69,06-11-2012
Item,-4820.87,02-06-2015
Office,-1874.5,08-28-2013
Medical,-2952.0,11-25-2018
Fuel,840.17,12-30-2011
Gift,7534.65,07-12-2014
Item,8894.1,03-30-2013
Services,-1221.12,09-02-2016
Services,9615.01,09-12-2018
Services,-7400.75,01-06-2016
Bill,-3911.58,07-24-2010
Item,5557.6,01-14-2010
Medical,6353.6,01-28-2011
Bill,8230.38,06-29-2017
Automotive,-9280.66,03-23-2010
Fuel,5476.92,02-01-2011
Groceries,-7313.52,02-20-2015
Services,-9063.08,04-19-2017
Services,-2207.18,07-09-2013
Automotive,-3853.85,04-20-2015
Insurance,-3369.59,09-13-2013
Fuel,1142.85,03-25-2013
Services,7721.64,04-04-2010
Insurance,-9325.28,07-13-2016
Services,2584.88,12-12-2012
Bill,-2655.49,12-14-2013
Fuel,9192.49,01-20-2017
Supplies,2303.12,02-19-2017
Bill,-3543.99,02-13-2011
Medical,5275.36,09-20-2010
Services,-2990.36,01-04-2012
Office,1460.96,06-18-2011
Item,9360.89,09-18-2015
Groceries,3680.43,04-04-2010
Services,4705.72,04-04-2013
Supplies,-2666.84,11-26-2017
Bill,-5052.91,01-08-2015
Supplies,-5584.15,11-21-2010
Fuel,3604.94,02-15-2012
Services,-5059.71,08-27-2015
Item,-7431.01,11-27-2012
Games,1327.28,08-06-2012
Services,-2456.74,11-20-2017
Gift,-1709.25,07-20-2016
Groceries,-8604.96,05-16-2016
Office,9724.18,02-27-2014
Medical,5594.94,10-03-2010
Fuel,-9662.45,02-06-2013
Item,-1023.33,06-03-2018
Supplies,-3744.71,11-22-2011
Insurance,3924.16,02-28-2011
Fuel,1273.52,07-23-2010
Office,-8108.25,06-01-2014
Item,7603.85,07-24-2013
Gift,-7724.97,03-09-2018
Item,-1875.28,07-10-2015
Insurance,5782.71,06-23-2016
Insurance,5659.38,01-16-2011
Supplies,632.75,05-26-2014
Item,-9347.76,11-27-2013
Bill,7441.07,06-03-2012
Games,6686.3,07-07-2010
Fuel,-2766.49,01-03-2013
Automotive,-8751.38,12-12-2012
Games,2547.58,11-12-2010
Supplies,2497.68,06-30-2013
Groceries,369.72,03-26-2014
Bill,9815.85,05-03-2017
Insurance,9258.94,02-07-2010
Services,2755.84,07-13-2017
Office,-6667.75,06-28-2011
Item,8537.62,01-18-2015
Gift,-9960.89,10-09-2011
Groceries,-740.09,10-08-2018
Medical,-5649.43,09-29-2010
Gift,6009.38,11-13-2018
Office,1965.44,06-02-2010
Bill,5443.4,02-19-2012
Fuel,1536.17,09-19-2017
Bill,5365.42,09-03-2015
Insurance,-803.38,05-01-2018
Games,7293.55,08-20-2014
Automotive,-3395.51,12-26-2018
Medical,6843.1,01-11-2018
Bill,371.74,12-29-2018
Gift,-4482.83,07-28-2016
Medical,-9455.24,02-10-2015
Automotive,-8349.96,03-07-2013
Services,-1583.46,10-19-2015
Medical,-6983.98,11-08-2012
Games,9426.84,06-05-2012
Insurance,-8949.12,01-11-2010
Gift,565.16,12-12-2011
Office,6598.35,03-28-2012
Services,9178.78,08-16-2014
Gift,2266.09,08-25-2014
Insurance,2362.67,05-30-2011
Bill,-2659.03,07-12-2015
Bill,-5561.8,08-21-2017
Office,1075.94,08-01-2010
Insurance,995.5,01-27-2011
Gift,130.06,05-25-2015
Groceries,-1524.91,07-09-2014
Fuel,9948.6,10-16-2013
Games,504.32,08-23-2013
Gift,9646.8,04-18-2011
Office,-1296.62,08-15-2017
Insurance,-9937.8,09-11-2015
Services,-5734.38,11-17-2010
Medical,7427.46,02-20-2016
Office,-4557.05,01-14-2011
Groceries,-4233.7,02-05-2015
Games,8585.25,07-07-2012
Medical,-7384.44,02-13-2012
Fuel,-9636.69,12-29-2017
Automotive,829.16,03-13-2011
Item,-4670.38,08-05-2018
Item,-2362.58,08-11-2015
Bill,5434.83,06-19-2018
Office,-2757.25,12-16-2011
Item,-8773.31,04-15-2015
Bill,-729.72,09-16-2012
Gift,3232.92,03-14-2015
Games,-591.37,09-24-2011
Fuel,-3198.52,10-11-2010
Automotive,-4564.32,08-14-2017
Gift,5084.77,12-29-2018
Office,-796.87,11-28-2010
Services,8867.49,02-04-2018
Insurance,8539.04,12-26-2013
Services,-5181.62,01-01-2016
Supplies,-9278.67,01-14-2016
Office,7077.54,08-25-2014
Office,-2710.33,01-30-2010
Supplies,2767.55,01-12-2012
Automotive,-2574.85,05-14-2018
Item,7244.66,01-12-2012
Groceries,-9326.4,02-13-2011
Bill,7206.46,12-08-2018
Bill,8971.45,08-15-2012
Supplies,-8024.29,09-24-2018
Item,115.13,05-06-2015
Bill,8531.72,03-10-2016
Groceries,-9828.06,03-11-2015
Bill,-7382.87,05-02-2012
Supplies,-1148.98,03-23-2015
Groceries,5279.48,11-25-2015
Insurance,337.48,06-25-2014
Fuel,5594.77,03-05-2010
Insurance,1154.72,05-18-2010
Item,-9540.35,10-20-2012
Bill,-2314.84,04-02-2011
Games,936.23,10-07-2016
Fuel,8286.24,07-14-2018
Bill,-8291.23,01-28-2011
Item,537.17,02-11-2010
Games,1096.68,08-26-2013
Fuel,-7093.43,01-19-2018
Medical,-592.31,03-20-2011
Item,-5283.52,04-06-2017
Item,-5834.3,01-12-2012
Automotive,9183.74,07-20-2011
Gift,3179.76,11-24-2013
Bill,-5155.03,11-25-2014
Insurance,-2884.88,06-25-2017
Medical,1931.1,08-14-2017
Supplies,9079.55,10-06-2018
Office,6175.47,02-02-2012
Services,1954.55,02-21-2011
Supplies,4856.45,11-19-2017
Office,-2697.99,09-27-2018
Gift,-6860.03,04-26-2014
Gift,493.45,01-02-2016
Bill,5364.09,01-10-2018
Insurance,3386.15,02-28-2011
Services,972.08,01-26-2013
Supplies,-8134.2,09-18-2017
Supplies,-8659.93,07-25-2010
Bill,4657.09,09-01-2011
Medical,-2437.56,10-04-2011
Supplies,-8944.99,05-15-2017
Insurance,3964.19,06-13-2012
Insurance,8044.84,02-15-2011
Item,4131.85,06-15-2013
Automotive,-3635.73,06-15-2013
Services,-169.24,11-07-2016
Bill,5437.5,09-23-2017
Supplies,5357.23,12-14-2017
Medical,-890.85,05-21-2010
Office,-4477.04,07-11-2015
Gift,8371.39,01-01-2017
Medical,-7738.08,12-15-2016
Bill,9766.53,02-17-2017
